city,longitude,latitude,temperature,feels_like,temp_min,temp_max,pressure,visibility,humidity,wind_speed,sunrise,sunset,timezone
Varanasi,83,25.3333,40.2,37.99,40.2,40.2,1005,4500,14,2.06,1712189766,1712234726,19800
